X,Y,FID,Name_of_Sc,Level_,Status,SchSponsor,Type1,Type2,Type3,PupilTeach,ClassrmRat,ToiletRati,No_Classrm,BoysToilet,GirlsToilet,TeachersTo,TotalToile,TotalBoys,TotalGirls,TotalEnrol,GO_KTSC_M,GOK_TSC_F,authorityM,authorityF,PTA_BOG_M,PTA_BOG_F,OthersM,OthersF,NoTeaching,NonTeachin,Province,District,Division,Location,Costituenc,Latitude,Longitude
36.85,-1.25,22803,THIKA ROAD ACADEMY - PRI,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,45.7,63,66.2,21,8,12,2,0,652,672,1324,2,27,0,0,0,0,0,0,2,2,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,-1.25,36.85
36.88,-1.25,22804,KARIOBANGI NORTH PRI SCH PRI,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,35,44.2,169.3,23,3,3,3,0,0,0,1016,5,20,0,2,1,1,0,0,3,5,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,-1.25,36.88
36.85,-1.25,22805,ST. SCHOLASTICA'S ACADEMY- PRI SCH,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,27.5,22.4,0,16,0,0,0,0,0,0,358,0,0,0,0,0,0,8,5,7,5,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,-1.25,36.85
36.88,-1.22,22806,MOUNTAIN VIEW SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,-1.22,36.88
36.88,-1.25,22807,THE MOUNT KENYA PREP SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,26.8,26.8,53.5,4,1,1,1,0,52,55,107,0,0,0,0,0,0,2,2,0,1,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,-1.25,36.88
36.93,-1.23,22808,KASARANI PREP SCHOOL,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,7.7,6.8,13.5,8,2,2,2,0,42,12,54,0,0,0,0,0,0,3,4,1,0,NAIROBI,NAIROBI,KASARANI,MWIKI,KASARANI,-1.23,36.93
36.88,-1.25,22809,KARIOBANGI PAG PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,17.6,19.8,52.7,8,1,2,1,0,66,92,158,0,0,0,0,0,0,7,2,2,1,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,-1.25,36.88
36.93,-1.23,22810,SIMCOD COMM. DEVPT.  EDUCATIONAL CENTRE - SU,PRIMARY SCHOOL,PRIVATE,COMMUNITY,MIXED,DAY ONLY,ORDINARY,6,6,3,1,1,1,0,0,1,5,6,0,0,0,0,0,0,1,0,1,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.88,-1.25,22811,NOVEN NUR & COMM YOUTH CENTER PRI,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,25.5,30.6,76.5,10,2,2,2,0,142,164,306,0,0,0,0,0,0,8,4,0,2,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KASARANI,-1.25,36.88
36.93,-1.23,22812,SIMCOD COMM. DEVPT.  EDUCATIONAL CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,COMMUNITY,MIXED,DAY ONLY,ORDINARY,16,9.6,24,5,1,1,0,0,29,19,48,0,0,0,0,0,2,0,1,0,1,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22813,MATHARE NORTH PRI SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,38.6,56.3,56.3,24,9,15,5,0,674,677,1351,5,19,1,7,1,2,0,0,2,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22814,CHRISTIAN OUTREACH LEARNING CENTRE PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,5.7,6.7,5,6,4,4,4,0,26,14,40,0,0,0,0,0,0,2,5,1,2,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22815,ST CHRISTOPHER PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22816,SANDOTA EDUCATIONAL CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,COMMUNITY,MIXED,DAY ONLY,ORDINARY,9,9,22.5,5,1,1,1,0,20,25,45,0,0,0,0,0,0,0,5,0,2,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22817,QUEENS JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22818,DICKMA ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9.3,6.2,28,9,1,1,1,0,0,0,56,0,0,0,0,0,0,2,4,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22819,JODAMPA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9.7,9.7,14.5,3,1,1,1,0,0,0,29,0,0,0,0,0,0,0,3,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.22,22820,MAWIRA YOUTH & INFORMAL CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,COMMUNITY,MIXED,DAY ONLY,ORDINARY,32.6,32.6,81.5,10,2,2,2,0,172,154,326,0,0,0,0,7,3,0,0,1,2,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.22,36.93
36.87,-1.25,22821,BGRIGHT ANGELS JUNIOR SCH - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22822,ROREEN JUNIOR SCH - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,11.2,11.2,14,10,4,4,2,0,0,0,112,0,0,0,0,0,0,4,6,4,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22823,AMITO JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,27.1,29.5,162.5,11,1,1,1,0,171,154,325,0,0,0,0,0,0,6,6,1,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22824,SANTAPRIS ACADEMY  - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,11.9,7.5,10.4,11,4,4,1,0,0,0,83,0,0,0,0,0,0,2,5,0,1,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22825,MOGRA STAR JUNIOR ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22826,EXETER ACADEMY COMPLEX - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,11.6,10.4,13,10,4,4,2,0,48,56,104,0,0,0,0,0,0,3,6,2,2,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22827,LUCETA JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.24,22828,MUTIRITHIA EDUCATIONAL CENTRE - PRI,PRIMARY SCHOOL,PUBLIC,NGO/CBO,MIXED,DAY ONLY,ORDINARY,22,13.8,36.7,8,1,2,1,0,60,50,110,0,0,0,0,2,3,0,0,0,2,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.24,36.93
36.87,-1.25,22829,MOGRA STAR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,44.2,52.5,140,16,3,3,2,0,0,0,840,0,0,0,0,0,0,9,10,3,12,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.94,-1.23,22830,GREEN PLAIN ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,11.3,5.6,22.5,8,1,1,1,0,21,24,45,0,0,0,0,1,3,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.94
36.87,-1.25,22831,RAMULA SUCCESS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.2,9.3,18.5,4,1,1,1,0,0,0,37,0,0,0,0,0,0,3,3,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.94,-1.23,22832,ST. JACINTA JNR CHRISTIAN PRI SCH.,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,12,12,6,1,1,1,1,0,0,0,12,0,0,0,0,0,0,0,1,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.94
36.87,-1.25,22833,QUEENROSE DAYCARE PRI SCH,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,34,34,136,8,1,1,1,0,123,149,272,0,0,0,0,0,0,6,2,1,1,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.94,-1.23,22834,PCEA MWIKI EDUCATIONAL CENTRE,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,14.5,14.5,29,4,1,1,1,0,35,23,58,0,0,0,0,1,3,0,0,2,1,NAIROBI,NAIROBI,KASARANI,MWIKI,KASARANI,-1.23,36.94
36.87,-1.25,22835,JOJO JUNIOR SCH PRI,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,20,20,50,5,1,1,1,0,52,48,100,0,0,0,0,0,0,3,2,0,0,NAIROBI,NAIROBI,KASARANI,UTALII,KASARANI,-1.25,36.87
36.94,-1.23,22836,ST. JUDE'S ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.5,6.5,8.7,4,1,2,1,0,14,12,26,0,0,0,0,2,1,1,0,1,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.94
36.87,-1.25,22837,YOUNG HEIRS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,18,18,36,4,1,1,1,0,37,35,72,0,0,0,0,0,0,2,2,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22838,BLESSED BRAINS EDUCATIONAL TRUST  SCH -PRI,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,7.8,7.8,15.5,4,1,1,1,0,13,18,31,0,0,0,0,0,0,1,3,0,1,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22839,GOSHEN ED CENTER PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.94,-1.23,22840,MWIKI GOODHOPE ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,11.6,11.6,20.3,7,2,2,1,0,44,37,81,0,0,0,0,0,0,2,5,0,1,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.94
36.87,-1.25,22841,DRIVE INN PRI SCH,PRIMARY SCHOOL,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,50.4,61,48.8,24,12,18,0,0,0,0,1463,5,24,0,0,0,0,0,0,2,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.94,-1.23,22842,NELION ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9,1.3,4.5,7,1,1,1,0,5,4,9,0,0,0,0,0,0,0,1,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.94
36.87,-1.25,22843,HAPPY TIMES ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,19.2,23,57.5,5,1,1,2,0,55,60,115,0,0,0,0,0,0,3,3,0,3,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.94,-1.23,22844,RIDGE ACADEMY - PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.94
36.87,-1.25,22845,BENCIA PREP SCH - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22846,EUREKA SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,10.5,10.5,42,8,1,1,1,0,49,35,84,0,0,0,0,0,0,4,4,0,2,NAIROBI,NAIROBI,KASARANI,MWIKI,KASARANI,-1.23,36.93
36.87,-1.25,22847,STERLUM PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22848,PRESTIGE SCH - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22849,HIGHVIEW SCH PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,14,10.5,42,4,1,0,1,0,0,0,42,0,0,0,0,2,1,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22850,HOPE LEARNING CENTRE,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,14,14,14,2,1,1,1,0,15,13,28,0,0,0,0,0,2,0,0,0,0,NAIROBI,NAIROBI,KASARANI,MWIKI,KASARANI,-1.23,36.93
36.87,-1.25,22851,KOYOVE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,29,9.7,7.3,3,2,2,2,0,0,0,29,0,0,0,0,0,0,1,0,1,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22852,JEHACA ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,25.6,25.6,102.5,8,1,1,1,0,103,102,205,0,0,0,0,0,0,5,3,1,2,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22853,MWITO ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.24,22854,VERO'S KINDERGATEN & SCH -PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,7,7,3.5,1,1,1,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.24,36.93
36.87,-1.25,22855,PENIKEVA ACADEMY,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,17,19.1,38.3,8,2,2,2,0,80,73,153,0,0,0,0,0,0,4,5,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22856,SASIMU JNR ACADEMY  - PRI,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,25.6,25.6,102.5,8,1,1,1,0,0,0,205,0,0,0,0,0,0,5,3,1,2,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22857,MERCURY JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,26.8,32.8,73.8,9,2,2,2,0,164,131,295,0,0,0,0,0,0,6,5,0,2,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22858,FAITH CHRISTIAN SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,10.3,10.3,36,7,1,1,0,0,40,32,72,0,0,0,0,1,5,1,0,0,1,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22859,PRECIOUS KIDS SCH,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,32.1,36.1,96.3,8,2,1,1,0,154,135,289,0,0,0,0,0,0,5,4,0,1,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.23,22860,MWIKI MERCY CHILDRENS CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,3,2.3,4.5,4,1,1,1,0,3,6,9,0,0,0,0,0,0,1,2,0,1,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.87,-1.25,22861,BETTERLIFE COMM CENTER PRI SCH,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,11.5,23,11.5,1,1,1,1,0,73,13,23,0,0,0,0,0,0,0,2,1,1,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.92,-1.24,22862,MERCURY JNR ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.24,36.92
36.87,-1.25,22863,GRACIOUS ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.2,6.9,20.7,9,1,2,1,0,33,29,62,0,0,0,0,0,0,6,4,2,2,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.24,22864,CLASSMAX ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,13.6,15.3,30.5,8,2,2,1,0,0,0,122,0,0,0,0,0,0,6,3,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.24,36.93
36.87,-1.25,22865,MENNOR KIDS CHILDREN CENTER PRI SCH,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,14.2,14.2,17.8,5,2,2,1,0,39,32,71,0,0,0,0,0,0,3,2,2,3,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.87
36.93,-1.24,22866,LAWNA ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,23.8,30.6,53.5,7,2,2,1,0,0,0,214,0,0,0,0,4,5,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.24,36.93
36.88,-1.25,22867,LIGHTHOUSE GRACE ACADEMY,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,16.8,16.8,33.5,8,2,2,2,0,66,68,134,0,0,0,0,0,0,6,2,0,0,NAIROBI,NAIROBI,KASARANI,RUARAKA,KASARANI,-1.25,36.88
36.92,-1.22,22868,EUNIAH CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,7.7,23,11.5,1,1,1,1,0,0,0,23,0,0,0,0,0,0,0,3,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.22,36.92
36.86,-1.24,22869,GSU PRI SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY & BOARDING,ORDINARY,28,51.4,44.1,12,7,7,7,0,323,294,617,1,15,0,1,4,1,0,0,3,6,NAIROBI,NAIROBI,KASARANI,ROYSAMBU,KASARANI,-1.24,36.86
36.92,-1.22,22870,BENROSE ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,12,12,12,2,1,1,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.22,36.92
36.9,-1.29,22871,WORLD HARVEST MISSION CHURCH PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,EMBAKASI,UMOJA,EMBAKASI,-1.29,36.9
36.92,-1.22,22872,ESTEEM ACADEMY - PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.5,4.3,4.3,3,2,1,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.22,36.92
36.91,-1.27,22873,GOODWILL LEARNERS CENTER PRI  SCH,PRIMARY SCHOOL,PRIVATE,NGO/CBO,MIXED,DAY ONLY,ORDINARY,24.3,36.4,72.8,8,2,2,1,0,153,138,291,0,0,0,0,0,0,5,7,0,2,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,EMBAKASI,-1.27,36.91
36.93,-1.23,22874,FIRM FOUNDATION SENIOR SCH - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.93
36.91,-1.27,22875,SAINTS EDUCATION CENTRE PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5,20,0,1,0,0,0,0,0,0,20,0,0,0,0,2,2,0,0,0,1,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,EMBAKASI,-1.27,36.91
36.92,-1.23,22876,ADDAR ACADEMY - PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9.3,6.2,9.3,9,3,3,2,0,0,0,56,0,0,0,0,0,0,3,3,0,2,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.92
36.89,-1.28,22877,FOUNTAIN FILL PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6,6,6,2,1,1,1,0,0,0,12,0,0,0,0,0,0,1,1,1,1,NAIROBI,NAIROBI,EMBAKASI,UMOJA,EMBAKASI,-1.28,36.89
36.92,-1.23,22878,MAWEZI PREP SCH - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,4,4,10,5,1,1,1,0,0,0,20,0,0,0,0,0,5,0,0,1,1,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.92
36.89,-1.28,22879,GREEN ANGELS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,14,7,8.4,6,2,3,1,0,0,0,42,0,0,0,0,0,0,1,2,0,2,NAIROBI,NAIROBI,EMBAKASI,UMOJA,EMBAKASI,-1.28,36.89
36.92,-1.23,22880,LITTLE WONDER SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5,5,5,1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.92
36.91,-1.27,22881,HOPE GLAM ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,14,14,14,2,1,1,1,0,0,0,28,0,0,0,0,2,0,0,0,1,0,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,EMBAKASI,-1.27,36.91
36.92,-1.23,22882,MT. OLIVE'S EDUCATION CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL, , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,-1.23,36.92
